1670095843.153678,0
1670095843.263638,33
1670095843.370137,89
1670095843.477696,100
1670095843.585576,99
1670095843.695681,98
1670095843.801843,100
1670095843.912554,97
1670095844.024920,96
1670095844.133817,100
1670095844.244591,97
1670095844.361097,100
1670095844.469468,96
1670095844.576924,99
1670095844.688097,100
1670095844.800091,99
1670095844.907400,100
1670095845.017104,98
1670095845.122754,98
1670095845.235893,85
1670095845.348609,79
1670095845.457022,74
1670095845.574131,87
1670095845.684641,86
1670095845.796658,66
1670095845.904569,46
1670095846.014872,60
1670095846.121480,53
1670095846.232892,63
1670095846.350775,31
1670095846.461120,24
1670095846.579152,43
1670095846.693658,10
1670095846.800210,0
1670095846.909846,0
1670095847.018945,13
1670095847.127224,0
1670095847.237309,0
1670095847.345229,0
1670095847.455709,13
1670095847.564329,7
1670095847.672969,7
1670095847.781689,14
1670095847.893141,8
1670095848.001848,18
1670095848.109516,10
1670095848.224700,17
1670095848.331509,16
1670095848.441616,20
1670095848.550214,15
1670095848.663604,23
1670095848.769986,12
1670095848.877632,19
1670095848.988609,20
1670095849.098287,20
1670095849.205961,20
1670095849.314479,21
1670095849.421239,21
1670095849.529931,21
1670095849.639662,19
1670095849.752785,22
1670095849.861931,22
1670095849.971589,25
1670095850.079932,25
1670095850.186340,26
1670095850.295080,25
1670095850.406429,26
1670095850.513972,26
1670095850.623969,26
1670095850.735133,28
1670095850.842233,27
1670095850.952738,28
1670095851.073480,27
1670095851.181930,28
1670095851.291663,29
1670095851.400093,29
1670095851.508921,29
1670095851.616241,30
1670095851.724503,31
1670095851.832102,32
1670095851.941811,32
1670095852.051881,31
1670095852.159091,33
1670095852.265432,32
1670095852.373639,31
1670095852.488049,32
1670095852.594331,33
1670095852.700095,33
1670095852.811981,46
1670095852.919140,45
1670095853.028751,55
1670095853.138372,62
1670095853.247107,48
1670095853.363359,36
1670095853.473893,42
1670095853.586078,54
1670095853.693876,65
1670095853.810139,66
1670095853.925165,39
1670095854.035167,48
1670095854.144948,47
1670095854.252146,57
1670095854.363120,67
1670095854.475151,53
1670095854.582022,39
1670095854.687570,39
1670095854.794316,39
1670095854.904213,39
1670095855.012165,40
1670095855.121483,37
1670095855.233840,38
1670095855.344731,35
1670095855.455058,36
1670095855.564676,41
1670095855.675457,40
1670095855.781378,40
1670095855.890510,41
1670095856.002322,41
1670095856.110432,42
1670095856.218531,43
1670095856.326256,42
1670095856.434255,43
1670095856.542139,43
1670095856.648842,44
1670095856.764891,43
1670095856.876059,44
1670095856.987127,43
1670095857.094011,44
1670095857.203134,44
1670095857.311950,45
1670095857.420066,45
1670095857.533628,45
1670095857.645016,46
1670095857.753456,45
1670095857.860773,46
1670095857.972555,47
1670095858.088461,44
1670095858.194387,45
1670095858.301747,46
1670095858.408852,47
1670095858.516842,48
1670095858.624770,48
1670095858.735673,47
1670095858.843121,48
1670095858.949343,48
1670095859.064221,49
1670095859.172550,48
1670095859.279563,48
1670095859.389612,50
1670095859.498927,50
1670095859.610230,50
1670095859.717000,50
1670095859.827185,51
1670095859.935054,50
1670095860.044479,50
1670095860.155027,51
1670095860.265442,50
1670095860.373111,51
1670095860.485118,52
1670095860.593446,53
1670095860.704009,62
1670095860.811857,62
1670095860.933204,63
1670095861.039901,75
1670095861.148452,81
1670095861.258708,82
1670095861.371503,54
1670095861.480057,53
1670095861.588235,60
1670095861.699663,62
1670095861.806419,73
1670095861.912721,73
1670095862.017846,84
1670095862.129231,69
1670095862.238090,56
1670095862.351261,65
1670095862.466487,65
1670095862.572818,65
1670095862.677862,76
1670095862.784578,85
1670095862.895207,85
1670095863.006812,61
1670095863.117588,58
1670095863.225925,55
1670095863.333640,54
1670095863.442462,56
1670095863.550999,57
1670095863.657702,57
1670095863.764804,56
1670095863.872874,57
1670095863.984001,59
1670095864.101009,59
1670095864.207569,59
1670095864.314171,58
1670095864.420756,57
1670095864.531073,57
1670095864.640199,59
1670095864.751597,58
1670095864.865488,58
1670095864.977069,58
1670095865.092976,59
1670095865.203975,61
1670095865.312803,60
1670095865.420633,60
1670095865.531451,60
1670095865.640757,61
1670095865.749982,61
1670095865.859086,61
1670095865.966261,61
1670095866.073282,61
1670095866.181020,61
1670095866.289200,61
1670095866.399732,62
1670095866.506103,63
1670095866.617458,62
1670095866.730711,62
1670095866.838209,64
1670095866.950171,65
1670095867.059394,63
1670095867.165202,63
1670095867.271709,63
1670095867.379696,63
1670095867.490322,62
1670095867.597306,63
1670095867.705297,63
1670095867.814171,64
1670095867.924744,63
1670095868.036291,65
1670095868.145168,66
1670095868.253379,65
1670095868.363735,66
1670095868.472709,66
1670095868.584261,65
1670095868.696100,64
1670095868.800966,66
1670095868.908670,65
1670095869.015421,66
1670095869.126950,65
1670095869.234514,76
1670095869.343052,77
1670095869.458167,77
1670095869.575037,87
1670095869.682000,88
1670095869.789877,94
1670095869.900869,94
1670095870.012900,67
1670095870.121857,68
1670095870.231197,68
1670095870.338034,70
1670095870.446171,70
1670095870.553738,70
1670095870.666362,69
1670095870.776479,66
1670095870.887891,79
1670095870.995543,80
1670095871.102066,80
1670095871.209899,88
1670095871.316428,93
1670095871.427406,95
1670095871.540988,87
1670095871.649881,71
1670095871.758073,71
1670095871.865010,71
1670095871.977839,68
1670095872.088676,70
1670095872.207890,69
1670095872.319904,71
1670095872.428540,72
1670095872.539558,72
1670095872.645716,73
1670095872.753726,73
1670095872.865728,81
1670095872.974511,82
1670095873.082382,82
1670095873.191120,92
1670095873.301777,93
1670095873.410242,94
1670095873.521991,93
1670095873.634875,81
1670095873.743374,83
1670095873.853425,71
1670095873.963059,73
1670095874.068967,73
1670095874.179062,74
1670095874.286254,75
1670095874.396821,74
1670095874.508426,75
1670095874.616319,74
1670095874.722955,76
1670095874.831615,75
1670095874.941097,74
1670095875.050029,73
1670095875.157105,74
1670095875.267570,73
1670095875.374921,76
1670095875.483766,75
1670095875.592289,75
1670095875.704870,75
1670095875.810398,76
1670095875.917643,76
1670095876.029463,75
1670095876.139062,76
1670095876.247002,76
1670095876.356530,77
1670095876.468203,76
1670095876.577168,74
1670095876.691250,77
1670095876.801659,76
1670095876.910335,78
1670095877.019715,78
1670095877.129067,78
1670095877.237114,77
1670095877.344032,77
1670095877.451531,78
1670095877.560176,77
1670095877.669638,79
1670095877.777304,78
1670095877.888863,77
1670095877.997203,77
1670095878.104340,78
1670095878.212478,79
1670095878.320671,78
1670095878.426097,80
1670095878.536378,79
1670095878.647770,80
1670095878.757163,80
1670095878.867797,79
1670095878.977560,80
1670095879.086716,79
1670095879.194991,80
1670095879.314336,80
1670095879.428533,80
1670095879.536677,81
1670095879.644797,81
1670095879.753523,81
1670095879.862800,81
1670095879.973507,81
1670095880.082380,82
1670095880.191027,82
1670095880.300807,81
1670095880.409435,82
1670095880.521156,82
1670095880.635021,80
1670095880.745175,83
1670095880.857122,93
1670095880.966946,94
1670095881.073924,93
1670095881.185314,92
1670095881.298014,100
1670095881.407775,99
1670095881.519447,98
1670095881.625489,99
1670095881.732428,98
1670095881.848266,69
1670095881.956438,41
1670095882.066338,41
1670095882.177042,41
1670095882.288584,42
1670095882.396003,43
1670095882.504800,47
1670095882.611871,49
1670095882.717744,46
1670095882.828057,51
1670095882.936913,54
1670095883.046417,65
1670095883.155268,67
