1670113300.291247,0
1670113300.399450,19
1670113300.506216,19
1670113300.613675,17
1670113300.721103,3
1670113300.833848,6
1670113300.946844,7
1670113301.055770,10
1670113301.164471,9
1670113301.275417,12
1670113301.393759,18
1670113301.508665,17
1670113301.624181,2
1670113301.735402,20
1670113301.845638,2
1670113301.955169,4
1670113302.066596,5
1670113302.194614,6
1670113302.307096,19
1670113302.416612,16
1670113302.524073,2
1670113302.635972,4
1670113302.744524,5
1670113302.852388,8
1670113302.961424,9
1670113303.068277,8
1670113303.175109,11
1670113303.282894,12
1670113303.389833,12
1670113303.502161,13
1670113303.615788,14
1670113303.724500,14
1670113303.835386,17
1670113303.949428,17
1670113304.059279,18
1670113304.168355,18
1670113304.279997,17
1670113304.392548,18
1670113304.503518,18
1670113304.614600,8
1670113304.726167,8
1670113304.838914,11
1670113304.951289,13
1670113305.063136,14
1670113305.174657,16
1670113305.282786,15
1670113305.394234,16
1670113305.500540,16
1670113305.612995,15
1670113305.745054,13
1670113305.852127,17
1670113305.960593,12
1670113306.068121,19
1670113306.183153,20
1670113306.296445,14
1670113306.405620,4
1670113306.514650,8
1670113306.623395,8
1670113306.732426,10
1670113306.842216,10
1670113306.991367,1
1670113307.101827,11
1670113307.213826,14
1670113307.326851,14
1670113307.435232,14
1670113307.546760,15
1670113307.656054,16
1670113307.765666,17
1670113307.878887,16
1670113307.990630,11
1670113308.099128,14
1670113308.209019,14
1670113308.318831,16
1670113308.428181,18
1670113308.535687,19
1670113308.652488,20
1670113308.760341,16
1670113308.866851,14
1670113308.980565,19
1670113309.090572,3
1670113309.200913,4
1670113309.314293,6
1670113309.422830,8
1670113309.532416,9
1670113309.644463,11
1670113309.752223,11
1670113309.859646,13
1670113309.974269,12
1670113310.082998,13
1670113310.192226,14
1670113310.302627,14
1670113310.413469,15
1670113310.523487,16
1670113310.631876,17
1670113310.768853,16
1670113310.877439,20
1670113310.987542,19
1670113311.094394,18
1670113311.202819,10
1670113311.315330,12
1670113311.422680,11
1670113311.529750,13
1670113311.642608,14
1670113311.748831,14
1670113311.859573,15
1670113311.969727,17
1670113312.076916,18
1670113312.184295,18
1670113312.294056,18
1670113312.402264,20
1670113312.513712,17
1670113312.623250,18
1670113312.729948,9
1670113312.838619,10
1670113312.950637,12
1670113313.060778,10
1670113313.168958,13
1670113313.285992,16
1670113313.397588,16
1670113313.507807,16
1670113313.617077,18
1670113313.728646,15
1670113313.839077,17
1670113313.947414,19
1670113314.054940,18
1670113314.162666,19
1670113314.270271,10
1670113314.380954,20
1670113314.510108,19
1670113314.626630,10
1670113314.735322,12
1670113314.842531,20
1670113314.968236,4
1670113315.078473,20
1670113315.191278,2
1670113315.300138,4
1670113315.414186,8
1670113315.525115,7
1670113315.632924,9
1670113315.744460,9
1670113315.852381,11
1670113315.961901,12
1670113316.071055,13
1670113316.181661,13
1670113316.291533,13
1670113316.400434,14
1670113316.507531,15
1670113316.615080,16
1670113316.725920,17
1670113316.835325,18
1670113316.946931,18
1670113317.055242,20
1670113317.166645,20
1670113317.283344,17
1670113317.389915,11
1670113317.495772,12
1670113317.603672,13
1670113317.711907,14
1670113317.821873,13
1670113317.929589,14
1670113318.036548,16
1670113318.143006,17
1670113318.248804,18
1670113318.359860,19
1670113318.468171,19
1670113318.575612,20
1670113318.681818,20
1670113318.791407,20
1670113318.899580,11
1670113319.007080,10
1670113319.114927,12
1670113319.223469,12
1670113319.331227,14
1670113319.438142,15
1670113319.544898,15
1670113319.651218,16
1670113319.758573,17
1670113319.866441,18
1670113319.972866,19
1670113320.091542,20
1670113320.198905,19
1670113320.304908,19
1670113320.412515,11
1670113320.530107,20
1670113320.637524,12
1670113320.744160,13
1670113320.852289,15
1670113320.960863,19
1670113321.068683,20
1670113321.175410,14
1670113321.283011,20
1670113321.388278,15
1670113321.498267,3
1670113321.607219,5
1670113321.716106,7
1670113321.824917,8
1670113321.932423,8
1670113322.040769,11
1670113322.147659,11
1670113322.254282,11
1670113322.362603,13
1670113322.471156,14
1670113322.580619,13
1670113322.689834,15
1670113322.800313,15
1670113322.907334,17
1670113323.017787,17
1670113323.124795,19
1670113323.232568,19
1670113323.342383,20
1670113323.451003,16
1670113323.558188,0
1670113323.666940,0
1670113323.775466,10
1670113323.882410,11
1670113323.990831,12
1670113324.098902,13
1670113324.208583,14
1670113324.318816,14
1670113324.428214,15
1670113324.538468,16
1670113324.650356,18
1670113324.760926,17
1670113324.869943,19
1670113324.977537,18
1670113325.084114,19
1670113325.191791,20
1670113325.300914,11
1670113325.408263,11
1670113325.520348,12
1670113325.628286,12
1670113325.736667,14
1670113325.844631,14
1670113325.951424,14
1670113326.064465,16
1670113326.172375,17
1670113326.280989,18
1670113326.392757,18
1670113326.499630,18
1670113326.607706,19
1670113326.719562,19
1670113326.829919,18
1670113326.939633,20
1670113327.048751,16
1670113327.157104,13
1670113327.273536,15
1670113327.381068,16
1670113327.496441,20
1670113327.604008,13
1670113327.715258,9
1670113327.826274,5
1670113327.935302,19
1670113328.042411,18
1670113328.151310,3
1670113328.259689,4
1670113328.368042,6
1670113328.474613,7
1670113328.583123,9
1670113328.691527,11
1670113328.798537,12
1670113328.908617,13
1670113329.014948,13
1670113329.122052,15
1670113329.230310,15
1670113329.338194,15
1670113329.445924,16
1670113329.553361,17
1670113329.664430,17
1670113329.771318,17
1670113329.880214,18
1670113329.987002,18
1670113330.095463,20
1670113330.202085,20
1670113330.311101,20
1670113330.419276,14
1670113330.532033,7
1670113330.639616,9
1670113330.751753,8
1670113330.859109,10
1670113330.968682,11
1670113331.078775,11
1670113331.188527,11
1670113331.295874,13
1670113331.403539,13
1670113331.509821,15
1670113331.623267,9
1670113331.735594,16
1670113331.853693,17
1670113331.963758,18
1670113332.073390,19
1670113332.184885,19
1670113332.299192,20
1670113332.407638,8
1670113332.514826,10
1670113332.622415,12
1670113332.730953,12
1670113332.839235,13
1670113332.946443,13
1670113333.056284,15
1670113333.168337,17
1670113333.279282,14
1670113333.388883,19
1670113333.499239,16
1670113333.606300,17
1670113333.714602,18
1670113333.822631,11
1670113333.929752,14
1670113334.042308,11
1670113334.150513,19
1670113334.265511,10
1670113334.374959,12
1670113334.493092,5
1670113334.606628,20
1670113334.716627,19
1670113334.827579,2
1670113334.935172,5
1670113335.043139,6
1670113335.155277,7
1670113335.263789,8
1670113335.375915,9
1670113335.487471,11
1670113335.595025,11
1670113335.709971,13
1670113335.816520,15
1670113335.932269,16
1670113336.038984,15
1670113336.150006,17
1670113336.260161,17
1670113336.368903,16
1670113336.479223,17
1670113336.591496,17
1670113336.699512,18
1670113336.812935,20
1670113336.922687,18
1670113337.031615,11
1670113337.140643,12
1670113337.255028,13
1670113337.364148,13
1670113337.474450,14
1670113337.581651,15
1670113337.694458,15
1670113337.802393,16
1670113337.911861,16
1670113338.022333,17
1670113338.129955,18
1670113338.240568,19
1670113338.347564,19
1670113338.454780,19
1670113338.566641,11
1670113338.673675,12
1670113338.781637,12
1670113338.891900,13
1670113338.999884,14
1670113339.107202,13
1670113339.219788,16
1670113339.328454,15
1670113339.434633,17
1670113339.543961,18
1670113339.651977,17
1670113339.759640,18
1670113339.865840,20
1670113339.975697,20
1670113340.108881,1
1670113340.216664,19
1670113340.322705,15
1670113340.437800,8
1670113340.548716,16
1670113340.657822,11
1670113340.767978,12
1670113340.878310,19
1670113340.988841,20
1670113341.102554,5
1670113341.211910,0
1670113341.318575,5
1670113341.428312,7
1670113341.537955,7
1670113341.647276,10
1670113341.754932,10
1670113341.864561,11
1670113341.975849,11
1670113342.082437,12
1670113342.192358,14
1670113342.299482,15
1670113342.406720,14
1670113342.518980,16
1670113342.628265,15
1670113342.742925,16
1670113342.852055,17
1670113342.956813,19
1670113343.067219,19
1670113343.177408,19
1670113343.292103,10
1670113343.402759,11
1670113343.510641,12
1670113343.619898,14
1670113343.730620,14
1670113343.839441,14
1670113343.951573,13
1670113344.060842,15
1670113344.168256,17
1670113344.277486,17
1670113344.384305,18
1670113344.495720,18
1670113344.603554,19
1670113344.709891,19
1670113344.821023,20
1670113344.932241,17
1670113345.042917,11
1670113345.151670,13
1670113345.258871,14
1670113345.380553,11
1670113345.489786,14
1670113345.608124,11
1670113345.715153,15
1670113345.825525,16
1670113345.932910,17
1670113346.040438,19
1670113346.150557,20
1670113346.260110,18
1670113346.370754,20
1670113346.485281,7
1670113346.594697,19
1670113346.710799,16
1670113346.820338,14
1670113346.935817,20
1670113347.044233,20
1670113347.152274,0
1670113347.259699,0
1670113347.366797,4
1670113347.480136,6
1670113347.588216,8
1670113347.700347,9
1670113347.811342,10
1670113347.919459,10
1670113348.028996,11
1670113348.138606,13
1670113348.247912,13
1670113348.358634,12
1670113348.471861,15
1670113348.580600,16
1670113348.689076,16
1670113348.797668,18
1670113348.907687,17
1670113349.019539,18
1670113349.128156,20
1670113349.247326,19
1670113349.358646,18
1670113349.475073,6
1670113349.582663,7
1670113349.694827,8
1670113349.805992,9
1670113349.916818,11
1670113350.025621,13
1670113350.135091,13
1670113350.244944,12
1670113350.355711,13
1670113350.466108,14
1670113350.576252,15
1670113350.685724,14
1670113350.796936,17
1670113350.904645,17
1670113351.016755,17
1670113351.126669,19
1670113351.235327,19
1670113351.348097,20
1670113351.459066,6
1670113351.567471,9
1670113351.679461,11
1670113351.788040,12
1670113351.898781,13
1670113352.007048,13
1670113352.117845,12
1670113352.225360,16
1670113352.339063,16
1670113352.448511,20
1670113352.557637,17
1670113352.671055,7
1670113352.792529,9
1670113352.901087,19
1670113353.014274,19
1670113353.123514,1
1670113353.235629,4
1670113353.344828,6
1670113353.454181,20
1670113353.564172,18
1670113353.674191,2
1670113353.782857,5
1670113353.891244,8
1670113354.003599,7
1670113354.112985,9
1670113354.221962,10
1670113354.331650,11
1670113354.438622,12
1670113354.545496,12
1670113354.652023,13
1670113354.771339,15
1670113354.879611,14
1670113354.988923,14
1670113355.098001,18
1670113355.207442,18
1670113355.318957,18
1670113355.428140,18
1670113355.535810,20
1670113355.644438,18
1670113355.754293,9
1670113355.863900,10
1670113355.973016,11
1670113356.080355,13
1670113356.191515,12
1670113356.300900,14
1670113356.411115,15
1670113356.526204,16
1670113356.635262,18
1670113356.747237,16
1670113356.856006,17
1670113356.964965,17
1670113357.072504,19
1670113357.182709,19
1670113357.295556,10
1670113357.411895,10
1670113357.526292,12
1670113357.635696,14
1670113357.745587,15
1670113357.853756,16
1670113357.960681,16
1670113358.066353,16
1670113358.173497,17
1670113358.280346,17
1670113358.392136,17
1670113358.502901,17
1670113358.610957,18
1670113358.720680,20
1670113358.834990,18
1670113358.942981,12
1670113359.054870,18
1670113359.163753,13
1670113359.275405,8
1670113359.384842,14
1670113359.501511,20
1670113359.610685,5
1670113359.721604,6
1670113359.828831,12
1670113359.945608,16
1670113360.061423,20
1670113360.175968,3
1670113360.286033,3
1670113360.398322,4
1670113360.509032,6
1670113360.618429,8
1670113360.726527,9
1670113360.835199,9
1670113360.945799,11
1670113361.053859,12
1670113361.166196,12
1670113361.279632,14
1670113361.393557,15
1670113361.505634,16
1670113361.618109,10
1670113361.729977,18
1670113361.840259,16
1670113361.948180,18
1670113362.057067,18
1670113362.166661,19
1670113362.281111,18
1670113362.388679,20
1670113362.500989,15
1670113362.607299,0
1670113362.714007,11
1670113362.823636,12
1670113362.931471,11
1670113363.039836,13
1670113363.148677,14
1670113363.255491,15
1670113363.362687,15
1670113363.471488,16
1670113363.581577,17
1670113363.692510,17
1670113363.801867,16
1670113363.912928,19
1670113364.020707,19
1670113364.130303,18
1670113364.240565,12
1670113364.357624,10
1670113364.466898,12
1670113364.577074,12
1670113364.684634,14
1670113364.795311,14
1670113364.908341,14
1670113365.020016,16
1670113365.127463,16
1670113365.238190,18
1670113365.345595,20
1670113365.458994,6
1670113365.568597,10
1670113365.678160,10
1670113365.795809,17
1670113365.909737,20
1670113366.016353,1
1670113366.125537,5
1670113366.236343,6
1670113366.344055,16
1670113366.457577,17
1670113366.568394,5
1670113366.678239,0
1670113366.787015,7
1670113366.902201,6
1670113367.010578,8
1670113367.120343,9
1670113367.227800,9
1670113367.336856,11
1670113367.443990,11
1670113367.551856,12
1670113367.668392,13
1670113367.778420,14
1670113367.892696,16
1670113367.999196,16
1670113368.108477,17
1670113368.215866,17
1670113368.324475,18
1670113368.433681,19
1670113368.540662,19
1670113368.652381,17
1670113368.761561,10
1670113368.882707,10
1670113368.991665,11
1670113369.103888,14
1670113369.212428,14
1670113369.321580,16
1670113369.429631,16
1670113369.540711,16
1670113369.646088,17
1670113369.754727,15
1670113369.861678,18
1670113369.971154,18
1670113370.081533,18
1670113370.190704,19
1670113370.300299,11
1670113370.406277,10
1670113370.515131,10
1670113370.623025,13
1670113370.733826,14
1670113370.845799,15
1670113370.956718,16
1670113371.064661,15
1670113371.171771,16
1670113371.280813,17
1670113371.388862,18
1670113371.500126,18
1670113371.609862,19
1670113371.718785,10
1670113371.839971,11
1670113371.950725,19
1670113372.059468,14
1670113372.169421,15
1670113372.275385,6
1670113372.391083,20
1670113372.499679,19
1670113372.607085,3
1670113372.714851,3
1670113372.823541,6
1670113372.933717,19
1670113373.041484,2
1670113373.156363,5
1670113373.263857,8
1670113373.371718,9
1670113373.476632,9
1670113373.584093,10
1670113373.698600,11
1670113373.806474,11
1670113373.914508,12
1670113374.021375,14
1670113374.132083,13
1670113374.238022,15
1670113374.344884,16
